UID,actual_time
H0xf2Dg3K1,232.98
Cmn7ivXs4z,236.24
EBvUmkCZhW,305.98
3sqlejn62e,299.06
I4kuRD7mMB,364.16
BxKLhQqLIR,27.56
URI7SvCymN,81.2
okpP3IrbUb,142.56
H1aTGD3sj3,59.19
9Fas9QnxXH,17.43
exC4XgQaBd,35.83
topGQCyON7,24.25
WfUJdUHJy0,56.89
Nbz0g5aFyA,50.83
zCm7O4tic7,75.62
7rJjLyu5Rv,94.42
qAt9DlThP2,22.52
W5HF9ByECI,131.59
oyfQFCHNrz,246.63
I22baN0VKb,225.28
wIhoWRuckt,11.75
ygr4140Aq8,19.31
Dz2pD0f8uv,51.72
jgtvBPaxnG,25.19
sDVJgICfRN,91.39
qIj1VRnMZS,151.39
ft0s7mksUr,415.89
S9rKZDNaVY,30.22
utCqQDbjBB,31.51
YwN9v2ACDp,64.64
f71oUpShPk,11.8
kfTyh9317h,26.74
sbPqst9nEg,38.53
7tpjuJvypU,56.99
EwMWC1wO4U,61.4
UIsiNi7zkN,11.17
vpAAGteVMo,26.71
gYeezCmiIf,26.1
860HDhwW6s,31.54
PWHKBmTBak,46.65
jip4eYvXhc,25.31
pXsFR3a2Nv,10.89
7ud5yuIr6g,27.16
3Tjr6n4UfB,42.39
qTXG3AJJCH,14.92
0GzUQlpY4P,36.84
NR2ofUuAML,49.37
XYPwZs7Iv0,58.6
V2qZN5o4b9,13.71
GCLySkdZEq,21.09
HqAKTb6wxn,32.24
gvZdGKZ7aS,21.68
xoHGlumLYl,59.3
4CkXxGB6Ib,50.96
AEgfgSx562,66.19
TaJzqu6lVv,78.76
1IKzVH5h7f,127.87
NLwTtmaZmv,29.47
IvYy4iaxYe,43.14
RWMkYQD4ZY,52.12
pwy8PyeyAJ,84.12
3HaxLJshMy,90.87
GzVlYJMGgL,14.3
rFJYaGGasE,15.02
GOR93cofjx,35.41
0zjKxxQM5X,20.46
SiVBWNbbdM,26.39
5OQSOWltTQ,51.61
oouRF15Swo,68.42
pCbVeyFg4u,29.37
Wy0LqIqMq5,91.52
2QynebpECa,92.61
WXtiArlpKj,125.55
0ysuZjCPod,12.54
I0m4gq7IGC,11.03
kmz7GAEumO,24.1
K7DPQg91Iq,37.43
JW2oUxpuxJ,15.69
gHNxGvxg9i,26.84
ZNuqMk91Rw,44.2
zcn71NgKBh,13.12
JhM1tDS011,16.86
yzPC7UT95r,56.56
ubYXKVQA4A,25.9
OXaL1n0DYb,59.24
x7Uv6g05xx,89.72
CkbEkvXzJ5,85.06
yCfU9uqxKQ,81.44
aYILlS1FWe,86.41
31U8NGvW32,118.15
pgQVcIv6Ls,153.81
40Vb3B1rZJ,150.61
aEWpeSsMb6,181.67
npM973bzfx,186.22
PNEd1VIBrE,9.89
qwu29FM9Qq,21.81
VMppHhDH3k,22.46
0P1uMEQ9yu,12.67
fqsZgLm5ko,27.6
6pSmrS0aIz,46.44
D2Ml00SSr8,57.63
dSGnT152n2,11.72
rwcDT8yEZr,30.47
md75w8pzKt,50.9
SkvKH8kVMG,25.35
d9tPrC2lqi,54.89
lfs8xhr3xd,90.18
DaaX7CnCdm,128.43
OQbdgiK7Y4,28.69
LhZnd3qLyh,67.2
2J6ZksrOv9,99.76
0MIncPsT5o,30.01
CaF9Pce4ZR,44.15
l9JNJAYN2w,57.14
OCrBSHPUlT,93.5
tIg4v6ZEhD,13.26
MrqtEbxvSR,55.07
eF2nBtT8Br,87.58
Nm5oOSwOrZ,145.59
OxgBmRIROW,55.3
1YCjr9KRBt,16.8
fCmJIs0ytg,37.73
t0RVoXimS6,15.75
NSf7KZNaAe,30.07
qZR5rQgEoi,89.05
6A7cUKta1I,18.52
V5wu89Wuki,26.54
tX8vUKX4su,16.47
mYCvyUdNL1,21.35
yjkbNF7OHk,21.42
4HlijWyt7M,36.83
Fh9dqm1oVJ,27.34
KDgtJzkycm,57.95
Bn6fXmIbDR,88.92
uUEIdXBX8Q,123.75
tseTouYm2c,240.45
ACUpmgjuTc,295.14
sGFHb4rWd3,319.57
qLAMWic7G2,502.3
r5QxeZ8ZTt,789.88
AcOTTLb2Nv,918.74
FZ4bJUo0QY,947.69
kHq4fYBGh1,1108.82
HUIu87JPj1,27.9
BPQsyLL3OS,42.89
Jt35NDFvJr,16.51
JLMUaRz6sx,81.13
pY3BNepjXw,111.76
zs5TBnjeu0,143.91
O7caTfsfRy,1034.3
pZrWJSvNkH,63.82
2sCYFcuIeR,26.41
QvAIKrvH7j,55.17
CWQIXGYRcG,98.6
RZJjAtNA4L,120.13
vKGsBhR6Dg,199.26
p4Gp2bI8xI,218.26
8zGjkbXRkf,50.24
VlllNAZStR,207.79
3oAGawL3Pz,207.73
uDlrCOvepW,250.38
VTFVNuNqqd,277.5
nWJx0CAGWG,298.95
1gBkX0ZbDT,324.91
OEQpPVoGix,420.65
9VH2B1tZ59,9.95
wZeNXj3R61,26.36
tOn7N6fcs7,67.81
ViMKt58l1a,11.09
UYG5l5W9LE,23.9
Uhr8ogExZi,39.26
8GiB3k5N80,23.48
UyDbwYHJbK,58.24
QATMt4hvZg,212.89
6VOfp3DUmg,284.02
zi9Zl4MwgS,254.07
vDOMpzDUNy,465.48
SCj91c8Xac,26.26
AYtArgDqTi,55.89
oVlqzloF2U,39.97
6BgkKn1gdx,133.52
5i5uYepV21,168.65
AC5vqU10f6,214.16
jlyEYTQM2I,245.67
bnR15orpG6,360.04
lH8nJa44ql,33.48
lPTlBvwdGL,40.68
0P9S29Bk20,33.54
t0tMmafoTI,69.15
bDsm8NAg58,129.13
41SXDQ8Ks8,65.25
ffQScp7CpW,36.57
8SFh7C0729,43.81
8lsoqh2jq2,15.89
dyejROENPc,45.3
yD8UzJDwT1,355.42
pMKr4wvxkg,371.73
QeVyWYX1B4,476.74
MAU1fjPWZm,532.83
2oB9UzXUuV,571.42
eJBvwXXKkc,621.12
aWa9IZN7od,678.3
v2oHOz1KWD,725.58
zrPP30oObQ,865.13
4w4D9sPsKY,1007.91
oCM9eZ2V5T,1103.19
bC5Eo3cGDe,1136.17
dy0g9KQDku,1250.8
jIposfeBOt,1605.49
fBQsrczQ0Q,1672.04
Mp8OtpAAap,1759.67
FqiO0FALP3,1771.09
B9noIOQDqt,1834.87
SnOZHzMhDY,1826.65
6na62i0vGU,1920.07
3fSQQAMoIE,1997.98
9U0dblDgCd,1972.96
fZi9ydsAiC,2124.48
tiIJ0xu4Ti,2156.01
Ecf1hMdhDV,2177.0
LlDf5w8waE,2202.91
ChUJLXTwev,2242.15
afNf282jH1,2250.16
xxlAxkFcS2,2267.84
ULfmOKkkWr,2285.84
xvJsxvrzSH,2356.85
5genm155Ep,2365.22
jnm101eajl,2424.49
O4cWOrUljI,2497.22
JHJGpPglP2,2563.97
Aw2vdiFE6y,2745.05
wPKC6nLcTt,79.91
EwCZQdJDpY,128.75
rtiNqcJwvA,287.48
MxkeJzHEBM,342.91
slb2LmErjQ,32.86
SNDumg1Q79,69.68
V24vVc7wC8,38.37
hApkGxBDRL,72.63
UPA8XxFuyh,97.35
5KKj09Aq6g,158.67
ZP6gGglRRT,31.34
gMhHGg1R74,57.37
qRtEwzqnUi,235.14
AoFlcO5eJY,341.84
17eemTfSnw,334.36
EWGYhTr6Hf,372.9
lv7tC43bFO,449.55
YAcf1xGd7v,481.58
1j0yPCePAo,745.59
3Dvzf4hzDb,728.47
bx3pgTkuGj,12.2
4dTAG66QlJ,25.83
o1XGKVDvWQ,37.92
h6mivDAgew,70.69
YZiUL0ydbY,79.99
nN88C6vbET,408.42
lyj9WBRAhv,48.91
YCnBvXUWFW,56.82
17Rh83OmXB,67.93
6GbSNS0vdG,134.53
rvJc3JGIpV,194.23
MIejnigL7r,211.68
yHpPuSDHhC,25.33
sGciiDhXD8,29.43
BzqhTBaGvt,58.37
7P2cboSnPT,64.21
kYe6hFhWpL,27.36
jKAuayKeoL,37.52
HfkiJdsjxf,57.41
bWcpw1Y1MQ,91.14
FqKUe8qBLG,144.43
Ee5TngNfbw,346.63
qwVhWYk8VT,422.26
O46Sju7vNV,471.37
BXPt3GemUi,642.86
1SF2Gx3IYZ,654.69
JDdh7XQNcd,769.0
tSsrRAFOLf,28.43
dxna8gO8IG,39.95
zIaMq0kTA9,642.21
mIXInUcUn3,20.35
ZVcWNQtiMU,41.12
u7cqTi7mhG,24.74
klcn0xJv49,58.69
ZE7eZAK1jN,32.66
Izu0tsGijJ,90.9
9uyQ66xXMZ,97.58
b7yiGxHZb5,14.27
OFll9HXM6O,22.53
yAFtYFnRrL,25.38
2qkEDqKiba,28.78
01xWuNTo9R,53.66
YkjJXpt79Q,26.57
hpArmipu7x,31.86
IyRPcD1A2n,119.46
aCnDriFyDt,107.58
81kfQcUh8b,55.82
RcUHHjd5Tj,29.37
bU0frmq7AG,36.97
05otsizXUA,67.82
JW8g8tUkrz,16.35
2iEtydrMoy,70.45
TauWp01jAn,70.93
4yMOLg2hRJ,112.0
B4Sd4TMpRq,166.16
Gf61aBCYOb,229.1
Gjl8XgjJ6V,304.16
BKHeO86Sx1,28.12
JkMSgK9ocX,47.04
E2Um2C7TAa,87.76
ZX3JyEMcPy,22.81
U98r43NKLJ,25.33
PAMMaXJ8aH,16.12
FX7I9XUzdN,27.61
8FM3Ppe6Vo,95.45
IzjmJqlcWi,126.68
xUwinOGa6C,11.58
rn2AKWwA9T,93.01
Zc0cAnhkJZ,87.56
Gd2dL5t02Y,20.69
dvTs90WpEv,35.72
0WDa9OYCej,55.44
c299h3Nig9,130.7
WHb0I0kjKE,189.23
lsr45foG4H,192.41
TTlst7TmsO,30.79
kbr2JnL4qz,41.13
F2CHPR4Hzj,54.77
4xHL5ErTuL,49.27
RbLYig3i8t,32.2
qlIsnTIxKd,47.21
U5bnTAHxYS,30.36
mt6RGHWKrS,33.15
6iTVH5zNM8,86.54
eSBhd4JkI6,33.32
MQ5RmMNGt2,127.31
wuMHc6mHxi,165.55
x2KqNnLhVL,399.13
PfaOr5RJbT,523.13
VTNe6rwp4C,634.92
9P3N9zrFcL,664.69
eEJiLFF6E0,763.13
LzO0Kcytca,821.17
67BDcYH6G5,915.63
PgI3XUwDD9,946.65
XHAI2xuAmM,998.02
B5XHi6pzDX,1065.96
VtZ7yxj55f,1103.01
kwZbtsUo5s,1205.77
WCf9qxgd4o,1260.92
CgdQL0Qj6K,1307.01
IrZFSUgw5o,1481.26
8efFR8Q3Lg,1489.67
GT9mptHkkT,1489.51
hzw4dpGcJ4,87.02
AganNiNE93,32.16
s0Cj9HA5DV,24.65
cyhHE6gKvZ,58.09
skrco1Gxdp,61.47
NKqqpXxdoz,32.36
zCMRXU6vMj,124.75
LYednGaqOr,171.92
WwVxoXiVni,22.54
AGEr6inSXL,157.18
hyr7Lc8Vxf,65.19
tNlw1mMBtM,181.29
kCUYuqvHYW,221.07
s21hWAKu9x,284.7
GjHOEJuYzl,52.58
Mp06pkUz5N,136.59
JXcqEs9zen,154.07
v2cHmDjgfG,206.62
clpN85yDxF,236.94
XreQg28HH5,353.93
rVwjle0oDj,15.96
YMqP5NQ02n,28.07
r37rJc6iG1,55.78
v9jyP0z1US,1031.89
KkSLS05mWV,13.76
2RSEzcjVtv,30.17
4iPUt8XY13,15.78
STXpNcyOak,27.19
16swo3aEDt,73.37
ccsHIIgAcm,31.5
YhNd2lroTa,101.16
GJjgVaQAo7,152.6
KSPJycUVGb,253.5
VVWHXE4CF6,313.5
TE2kGd6XsX,330.48
A5ie8uX6ze,415.53
xXoFjH6bVo,427.58
9xQcurpOJE,442.96
zmoaJJKj6S,476.7
u4kuILGHZT,549.7
AF63N6jkqV,681.07
p3y4PEEB6f,855.85
DbTxAkFPCr,870.32
KFvbEMGCFp,11.59
nkvPu6RlJN,51.06
HawdOynB61,14.25
DOVs6DDHTO,93.59
1vUWiB6FP5,55.67
ASbmnqZteu,126.74
FsmSMd1zXx,171.22
qdWOxIVTre,202.98
77wKu0fFVg,236.46
we1Xbuqv3n,342.59
h8dKsWxn3G,377.67
uypZ61r8e4,401.98
NtFFwFwMSj,443.41
NjIDjqw0Rt,577.08
vOCWbPPvTA,678.21
vZhY3EMX2i,59.28
b7PZxLFjxC,83.13
G0ITp81tlK,34.86
S7UtzdplXp,43.49
tJP6K2SnuQ,52.54
Rd78SNfTBr,81.86
4AcQzdT8Y6,57.65
cJIPmjoTZw,53.61
HihYDmGJUM,34.58
ABj7eInCFa,58.39
ZNHax6nuPW,23.94
7YukTGOsbm,120.48
jIG0a5k25B,297.1
drN5CWXjRx,29.58
b2xmy08655,53.22
0dt6tq5Fo1,29.18
GHVvCnHE4Q,75.01
CiB0Zk6kXv,133.32
FGgrdDlg07,58.17
Vc5qZIHpQY,90.27
5ikESK0KWp,11.65
BMVgVsG0Tl,33.69
L2FPPO9bWH,36.5
SwulnfJA5G,36.18
zOzniT05NX,83.67
rPsRMBPgXF,16.06
XT1Bzgd77p,40.04
1mLgiysEWF,25.25
2sc8o9opWQ,103.2
eX7SOThjsa,99.15
64eFAIvWyO,111.54
SQeMqo8Jqg,16.27
XGTSQiFQS1,59.1
86C9v1WWta,111.75
KJjmGqi8ao,16.24
cw49aeWnkx,56.36
cHvTIYQLNR,27.09
OefvYLLuGF,16.54
ieNO0d28ob,25.75
nIoAwL6t2v,50.14
rfnt7vkKlJ,17.17
WXc6fdZCbf,32.22
Vog2Z3j5Bc,43.91
mguqFj0ZV6,27.6
snfGYJcDD5,35.73
d6fViKrrCj,26.97
EZz5WSarNb,166.0
CNDb69kjmf,205.5
QFGuiNUgz1,24.39
ENO5Q3bp7V,96.42
YqMqfVLcUV,53.13
UBOcZBOJvv,28.9
Y3Hv31cscI,39.81
zEAX3JH59w,41.42
vKFF4Yb9vU,60.61
2l7mbH15pI,20.11
biTuXbIPKx,32.25
caHIw7lA7n,43.54
VHDQIXLLe5,63.91
3dfJ2aNvip,84.53
dSvYreaGoy,34.05
a3OMMT9DeX,65.68
IkhUOvqSK7,69.37
dpHqDMRDn6,164.89
YM6EIKnIWa,51.31
NvLqt7Wom5,74.7
hVRpC1VFOn,29.35
rQL6GQBeTy,34.63
TIyzCaOCEL,40.63
VJm5XLOal6,32.24
nqDRfciRxE,52.76
fRJTSOJfTl,21.34
hA0UWGQ5uX,38.88
9odLLDqqlI,67.82
hXCFXYa4r9,28.81
QQhbKoNb3I,36.75
OQ45Sihg2Y,160.96
fLje6fJXDA,83.89
rSVkYoL9Lc,11.67
7nrjHtMDMx,12.24
1uWq9KHiyv,28.23
y7MNw5FJml,34.33
0ClXUxI2ch,11.71
l7HNLHdEXE,25.65
ROjnq7kbi6,47.42
FmasqZw74H,27.08
Fx9UAqKFSu,36.16
I3iiOel8Ik,37.65
UbJXJH8I4D,25.73
Ttpn8lfXFr,15.92
p9RDL5Bl1v,26.71
NDET7sl9or,42.1
JyX0UfUAyp,71.99
1lCNX9bkl5,12.82
j5nnKALerg,27.87
T1ddYYcAN4,44.2
6zUp7qRIiA,26.96
0e1XqXDsIh,55.24
Dp550fGpnw,166.68
j7QazZIV1B,208.55
MFucPyinnb,258.38
0kT6Qj2ra5,308.77
WfXcxyiaBg,342.67
Ij1mpOcMRO,368.06
Zt1gxR3DcW,487.64
xQ48d7QakA,557.6
tclfiQGabF,606.48
axXjXqxtQE,670.78
6JU99M3zM4,706.88
qwp5jyk5iP,850.79
5qtuL7NjGG,885.24
cc5Q2YK19v,991.98
uDHmCTJVD2,1059.66
gplmYjBImC,1102.18
RCoRKANr80,1124.6
O5apE8xC73,1183.94
OGjT5XCsBM,1385.96
QG9b46vFLu,25.65
qby78h9N0W,55.62
RlL51Ts99T,132.03
i6A2AhQG4Y,167.08
VNLqFiTzgc,226.47
g30Piq1BcD,262.26
fAjWCA7Js8,276.33
U1lrikAaf5,13.58
3r7VeRGQTr,32.28
eq3HIBf16i,42.64
v6iO7bg0iN,14.25
fQXIJsGwhG,42.89
ma38MDYRZz,24.9
Wu7RCfPr2B,80.94
gCcH7mOQ1U,97.47
MWPM2HsM6v,66.72
OZnZwszQt0,92.78
rOvc5pBcVD,39.22
0lMsMvHNEk,159.79
SDJCDSGyR3,204.0
iJYGDpieIQ,97.42
hvIxKfD8Cl,145.51
5GYmMUjLSa,28.83
wfGlngbJoH,27.6
wTF0buj1jV,135.2
lLkGUoqQM5,27.94
GJsUH9zur5,54.91
BBadw0UNZq,90.29
EnroPxs4Cr,184.76
HUcqcIMA8j,224.52
wRrLabENyG,333.39
8uxY0aiKCH,405.3
XF5vA3PVR0,428.17
dIsegFnIhu,508.06
YLcP2bVaQo,554.73
XU8JlyHXmV,638.87
bljSI9UrZG,632.42
OTqRLbIqS8,732.0
Y4LQel7rzO,711.05
WCNqNLA3fS,847.78
jmNmhW906g,983.56
hEVTcvLr2w,1019.41
1YF4tFwFLE,1117.77
ssEzwCWnFQ,65.58
4gv7ksQGEI,117.55
jn0XaYKyYB,232.1
FFwjdZqdqa,31.11
BK5mLcmXOi,92.29
93TuuUKJs0,23.37
PhiEB05cS5,57.63
SBu94nWqRG,86.67
VtkrehzHWF,111.74
CDnvMtRPDS,36.03
b2LINL8BjO,58.2
krzNxIfJyz,28.75
uCP03uUYyK,55.02
v7fBmIUvtW,87.3
S3B8f9TOSg,173.47
TBWa38TUt6,215.77
WpjbBIp8xe,291.42
rCAifPMTVF,394.11
0rkAh7P0Io,405.98
wrkU2rgI0d,481.26
KRIbRPRlyM,538.84
rNa0aHbP7k,613.03
B2dN6mwGRI,667.66
14M9mbEnEN,780.61
dgoTcHxlFM,800.41
HAlxdqdOMV,932.44
M46lt5CLpy,1107.21
fPyMwyVMlx,1200.78
a1VZwujnd7,1326.12
YwWopvxCYv,1351.89
36lO3DI1dM,1553.8
2Zt2W7gSo2,1592.23
IsWnOPPRNW,1762.06
Fi0vS9aXyi,1783.68
IdyJh9BCb1,1786.37
wQPBpGJUWZ,31.52
QHLSRmqKjI,46.62
S3HhsHHShr,29.12
iLFnDalu1u,111.32
ytJaDowYgc,54.02
YcAbSKxhPo,114.9
zAVKlY0rEP,186.02
9wT4Hvv434,317.33
tfnMPIfLM3,292.07
dvx5qZtuG3,344.91
iEltJLSnvM,449.6
EKKbZdQhTx,33.84
xEjfEv4CXj,80.55
RYusHfkufR,165.5
Fdwh2MAd48,201.99
jPhRe1ejZ6,269.07
hesAjsJv4T,288.02
gBKZjgmvCZ,310.35
0ZDuAHdCSN,341.08
lTLj9UOSHV,31.46
agMhUBjhQ3,227.42
5AFDMwCFoF,167.3
1hf9hQC40C,172.32
hQuzVYBl2P,33.64
gYy8CTD9SE,46.46
Tooe2KMeNq,47.89
eHbrQ2S7S1,120.33
UElEwxi72J,33.82
9spsfeC2Nh,127.3
cXchs3mnfW,49.68
uCcdI18smB,81.92
BCoD7JhMf6,96.8
VaU0Vr7O9P,31.05
ZqkHF4a3X0,55.22
vkLhGVEGV9,159.53
zXAmQfEti3,311.23
jWvYP43Mgf,435.74
Ahvm4oa5X5,694.62
Lc4xnosmvP,16.25
naErmwiNom,66.3
87AbV2jZS0,31.05
hwmksHQGeC,105.74
Od9Swq5Pap,36.05
lCVWuR3tOz,54.36
pnPLvFbLal,116.66
DPWNwIITb9,167.98
iNPc1fiwh7,195.1
fFpoo7hD61,227.8
gFHZRHkWly,95.23
o1CZn3SgQ8,84.69
umh1JxTSvi,39.63
WkmiknbKRi,148.88
c5sL5iinpZ,77.89
sl5CD6wrJs,172.13
1y4nLGSvap,179.04
YUgFKf9cks,250.44
IM4Mu8NgyR,252.98
dnc6st3s49,86.42
J8hYDqAEoa,64.29
yDod1YQveS,39.59
l1f87gcfrj,77.29
MwuQX32trS,88.19
iayw0ainqg,11.92
RUUUDDQ0Ai,41.15
9vPMbRQMlt,55.89
W4pP0qTZ4W,83.21
fr74EuKQSh,85.07
HVWBoNb1Wh,16.47
caF2Me9tE7,29.15
uoaNmdWnQm,47.83
xJYDSdyQVr,47.79
ZsSBJmSKSS,71.68
UyPJKodN1X,148.75
17i8MJLzPI,149.45
mEOWczdgex,173.42
YVW0GbWL2e,340.34
eSxYNhmOTJ,330.69
H8uLDKusrh,343.67
tbal7Xb5l5,348.9
gbCu8Byk2R,477.05
DoaN07ypTr,446.59
dwlCk13cvl,508.26
G12n3IwUFO,560.18
8VBACcd9rI,22.57
C6K8VhKL3p,48.05
pwVBRIu9QK,32.49
FGvj2nlDiU,31.08
AZkGrX8Go1,126.26
jpAgJ7gPhk,26.39
SM0QjnuzVy,33.48
nYLM79K9Bf,68.5
r2V4cA7kgz,136.21
k5gfT97SIM,141.02
xKorSKgC7T,62.42
zsAvnmcN16,28.86
1zT9GdhZD7,82.38
xbYomi3aFO,110.0
fyhV6eGCmp,138.53
OSn3fLqx1A,347.21
6XqGjHtN0I,446.29
ZvUmGZMPlh,524.74
uwXY301yrv,692.4
TIMQ4C6jOn,669.83
Z20GBKo3FQ,773.04
IPttxtUnXm,838.96
t1sri0bJLM,895.54
FzKLFOXa1t,938.16
F5vAptN0NT,1045.61
BacB8dHHLa,1106.1
mIvBZ47F12,1126.77
IY8aFV31rp,1174.8
5F5MzMCpkm,1157.03
c3cZHBGb05,1271.66
hSBnVdaqjB,1321.43
vfoQzKKbcC,1343.23
PKDuEzLOZK,1362.02
DToBQYMKAn,1383.5
O6KN180Ph8,1403.74
Ojm6LPNe08,1479.48
7NlaJSGmxr,1524.26
vwmBoLaTlW,26.93
P3iytSj0dn,41.87
hiTSRaiVx8,83.41
eLLmyOUxqU,12.58
K6dG29ooiG,37.54
s5R6Pr8cef,48.48
h848z1dTsC,31.39
CYm8txjlgG,193.93
0co6KdBste,175.27
rEkAOVNux2,212.41
hJl9P3Ymp8,24.23
7kMeCB72Uv,58.46
zQhJQycvvF,54.45
ZNDGnyKjBh,123.97
55bbxgmuXA,139.76
9BvEM3C25K,364.94
pXRQaQGgTQ,520.97
JnPjahGoA2,612.39
bYdWLbwwdx,686.38
qrcq0nThvq,775.19
GEiyOkYw9g,730.1
qskCg2IGuA,1018.78
T5eCuCBhZf,1104.57
fXazuNMkFj,1242.27
eAnKfIaC1t,1292.95
SKiTmk067k,1421.73
U3diBTFJYh,1441.69
UYrTAFn14z,1462.95
o2D1YQSHca,1549.77
bQeL5TKrnM,1579.78
BHmRCkOeKq,1629.56
UOwFOj52kX,1679.22
2t7uiPxCmb,1827.67
WL1hIjuyjB,1797.68
u6oAsWxNWu,1917.31
vxvFDZJ9d8,1956.48
HhyCPCKNk2,2086.21
XoxRhqZSet,2112.98
EFtywS6WPu,2171.35
UXvJd4dCKs,2205.0
9QuKLqeJA4,2290.04
DaiDv5D7LB,2323.11
UzSKhHpUdr,2306.7
VKp4YX9mXR,2438.89
6DICM8379c,2451.17
e3vR2Mxr65,2522.31
Xj7aaa8mUQ,2543.12
0J7V0aRUQh,2608.1
EGAibvqbQX,2695.08
nf8bMdOuxV,2714.9
75tvtDzqKO,2819.59
5BhYvsbDLX,29.95
Tkn39pJoC2,58.28
Jb0uD42UFx,288.17
wpwl3U7n2p,341.39
xZoppZNqG1,394.01
rp8BQZXPZG,33.07
0CWqUPmWz0,25.58
XJO6twrbEB,12.01
AVzz5nYwXX,22.43
RzAvXvkzuZ,38.06
eIKO0pdqIu,127.64
Js10jMCz2w,156.99
sh840nzj4i,344.69
7zdRuBehNZ,377.72
jDWTu908iY,425.65
qSRmJAsxpV,594.31
g2JDhDnX32,666.02
9fVA8jK4VS,31.31
OQDfQZGr01,54.07
vZNxK1ZCId,91.25
CnPziUPqIy,126.08
ggpv0pFeus,154.45
7XjJHv8thO,28.72
Nvxeewp8pj,88.83
ZYuQMvXYXH,117.48
375G2f2tKt,146.2
I5mo9WRaPW,255.25
uJ1DbVdUBq,300.99
PnLgYCG1nJ,408.99
xv4STqggoT,441.33
xqgMJ0e2pc,511.2
y5zIxTHfOn,557.21
D2BWH9lKZm,27.03
GDXOIPAi1M,11.54
J88nk6Rhop,38.08
ETNwemRxCw,66.81
8wRtj1ySq1,67.24
OjdWpgMB9J,93.67
ENHa7F6a4c,79.67
foXXJTi93h,305.87
UXOq9ZIw99,335.57
cKFDD025u6,65.75
sOYNRgEwSr,137.54
63ggT69lyV,204.49
yBrZ3kicKP,235.42
IPPDZ6anE1,420.67
xsrrZMjFwj,469.86
Ufe4OVSD69,485.27
cHeJznWixS,511.61
xCvJ8niAAE,689.47
6PcYE49GFl,714.59
XD9X0ANbdz,768.89
SFBtdEV2a4,853.52
BWiXw6092I,954.63
Dps31zXcJd,1053.87
KbsQbJzmtH,1087.99
wMaVPi07Js,1169.92
6qNRgQBKzj,1236.37
4pmiCwd9Sj,1373.29
vvd4axDHDf,1381.0
SZSEpO67uF,1452.33
YwHRWXAUV6,1538.86
DftfWs0OMl,27.83
fVG36qmHf6,55.21
PAnXMuNSw5,90.04
f2m5l3YZmz,189.46
1X2jaLNMXr,255.01
MWPDbB6TlA,347.13
PmIJF7oXMC,60.45
Un1h3rz6pK,90.84
IuYELGKWW7,149.82
xRGTqJ7XJv,262.34
PvzTcou22J,286.42
RoqzQUKtpa,305.28
QMq0DkfwdI,630.72
HQmhAKYKut,500.35
P4w8g74jIE,562.74
YK8XFku77Z,794.21
9q0nk2TwXi,771.51
C72H04QkmU,857.29
9PkHA9AjQ3,834.74
rPzGSZJnC2,920.26
0i5bLB0Xh7,938.16
OLZ7v7cs2l,62.83
tL3dw81edy,72.25
h0eSJVRdaU,123.15
tmgDuOmQkR,158.81
DkFKe9TxV9,194.92
Th4nxUFkMn,50.05
rNC4wYUgKr,99.31
yIUO0m1D5M,129.1
PFzxuZPpfs,310.48
kGq6fKQe4d,314.87
TBTTSjlczj,11.65
EHDHpYfq1M,23.3
jzheLD0nHV,18.86
iARLqHng5v,67.82
fKCFHRIJrb,25.53
IxYvdREp0o,53.57
WHYfFQ5sTA,84.23
IwWH0r7tII,168.81
xHyJQ0gtAy,244.36
ck2xpwZWqc,330.32
T9FGttD0qz,318.1
bkiVAYItHf,609.17
my1ADink1f,640.07
KbzKKsUakE,641.34
CMkkFqYRg8,703.78
PQ6y3EJNaV,889.99
mzgkCYtbFx,915.52
yQLGek1jpe,906.56
89unaDKr9O,189.29
OyqvTuln8w,219.92
UfGO2y3lH9,246.0
0FrdyZYTMV,417.14
7avK7FbZCQ,446.78
kfR2qNx5X4,525.57
6euey229pk,528.57
tTCGW1TZCY,181.19
DofC5AxCna,217.16
E0ArRgmhUR,409.82
1LbOar5hnJ,482.23
ShqvSyuL0e,549.78
CS9P74kl27,32.4
H4tyBMu2dU,36.07
MGdPROhvdy,28.21
nKBG49Vwr4,11.62
BDf4Rh4jC8,28.59
c4TUAbHtrX,93.51
msGD5m2cHI,28.09
txLH94whoL,17.96
0YQ1jsKcAs,46.11
cXzKAMoVNS,26.35
uolgdgG7YT,59.78
DveBpWeLIz,140.23
eHmKrrrs53,156.26
M4jg80FzPa,231.64
5euRgs3NLn,250.16
raeLvbiNRH,26.04
KtykyNDK2i,56.69
hheRPhiipL,127.41
tSKRuIVyo5,259.51
0Xd7dJIrDk,295.59
zCPW6EqpZS,343.85
MnIY8IU4IE,522.8
SwJU3mE2zL,629.61
ex9WibvYVQ,659.23
b1Ep3muEcw,660.66
48GV6KJOeV,798.95
fMj83pZNFk,791.63
mqY1ks4wok,821.75
ehyIor41eu,26.31
tCmFPJMfD3,52.05
PZM8mbutFK,25.68
1G3HrI8Wlo,54.96
oTt3qh7glS,29.18
FUnBe8XFXR,75.28
79V5fV2m3O,97.29
rqi3CegkQN,127.34
taizpfH3AK,149.14
XP5Uw5CMsS,352.0
GV2T85KBJk,340.94
5uGnS7RUPX,387.43
cE6TEPMfnb,478.63
77JZx3Q6Jl,493.34
6uPxC7Lezo,12.22
FJFobBBglu,27.4
HAguQ3mFmX,74.19
Y1IccHprYi,104.36
